date,store,item,sales
1/1/13,6,26,16
1/2/13,6,26,26
1/3/13,6,26,31
1/4/13,6,26,25
1/5/13,6,26,27
1/6/13,6,26,21
1/7/13,6,26,15
1/8/13,6,26,27
1/9/13,6,26,28
1/10/13,6,26,20
1/11/13,6,26,18
1/12/13,6,26,21
1/13/13,6,26,30
1/14/13,6,26,13
1/15/13,6,26,21
1/16/13,6,26,20
1/17/13,6,26,21
1/18/13,6,26,23
1/19/13,6,26,30
1/20/13,6,26,29
1/21/13,6,26,14
1/22/13,6,26,27
1/23/13,6,26,18
1/24/13,6,26,21
1/25/13,6,26,24
1/26/13,6,26,28
1/27/13,6,26,26
1/28/13,6,26,21
1/29/13,6,26,32
1/30/13,6,26,26
1/31/13,6,26,29
2/1/13,6,26,24
2/2/13,6,26,20
2/3/13,6,26,39
2/4/13,6,26,25
2/5/13,6,26,20
2/6/13,6,26,22
2/7/13,6,26,16
2/8/13,6,26,18
2/9/13,6,26,43
2/10/13,6,26,21
2/11/13,6,26,17
2/12/13,6,26,25
2/13/13,6,26,23
2/14/13,6,26,38
2/15/13,6,26,24
2/16/13,6,26,22
2/17/13,6,26,34
2/18/13,6,26,22
2/19/13,6,26,23
2/20/13,6,26,24
2/21/13,6,26,31
2/22/13,6,26,29
2/23/13,6,26,31
2/24/13,6,26,28
2/25/13,6,26,13
2/26/13,6,26,28
2/27/13,6,26,25
2/28/13,6,26,22
3/1/13,6,26,36
3/2/13,6,26,24
3/3/13,6,26,34
3/4/13,6,26,34
3/5/13,6,26,36
3/6/13,6,26,34
3/7/13,6,26,32
3/8/13,6,26,36
3/9/13,6,26,33
3/10/13,6,26,27
3/11/13,6,26,23
3/12/13,6,26,29
3/13/13,6,26,32
3/14/13,6,26,37
3/15/13,6,26,40
3/16/13,6,26,37
3/17/13,6,26,35
3/18/13,6,26,22
3/19/13,6,26,38
3/20/13,6,26,35
3/21/13,6,26,27
3/22/13,6,26,25
3/23/13,6,26,34
3/24/13,6,26,41
3/25/13,6,26,18
3/26/13,6,26,25
3/27/13,6,26,34
3/28/13,6,26,25
3/29/13,6,26,43
3/30/13,6,26,43
3/31/13,6,26,53
4/1/13,6,26,38
4/2/13,6,26,45
4/3/13,6,26,36
4/4/13,6,26,32
4/5/13,6,26,40
4/6/13,6,26,49
4/7/13,6,26,44
4/8/13,6,26,23
4/9/13,6,26,41
4/10/13,6,26,28
4/11/13,6,26,46
4/12/13,6,26,31
4/13/13,6,26,44
4/14/13,6,26,53
4/15/13,6,26,40
4/16/13,6,26,34
4/17/13,6,26,32
4/18/13,6,26,33
4/19/13,6,26,34
4/20/13,6,26,46
4/21/13,6,26,43
4/22/13,6,26,30
4/23/13,6,26,37
4/24/13,6,26,33
4/25/13,6,26,47
4/26/13,6,26,40
4/27/13,6,26,52
4/28/13,6,26,48
4/29/13,6,26,32
4/30/13,6,26,38
5/1/13,6,26,37
5/2/13,6,26,42
5/3/13,6,26,32
5/4/13,6,26,45
5/5/13,6,26,39
5/6/13,6,26,33
5/7/13,6,26,39
5/8/13,6,26,38
5/9/13,6,26,23
5/10/13,6,26,41
5/11/13,6,26,39
5/12/13,6,26,42
5/13/13,6,26,29
5/14/13,6,26,40
5/15/13,6,26,51
5/16/13,6,26,36
5/17/13,6,26,31
5/18/13,6,26,62
5/19/13,6,26,49
5/20/13,6,26,37
5/21/13,6,26,48
5/22/13,6,26,31
5/23/13,6,26,40
5/24/13,6,26,45
5/25/13,6,26,53
5/26/13,6,26,38
5/27/13,6,26,38
5/28/13,6,26,39
5/29/13,6,26,25
5/30/13,6,26,45
5/31/13,6,26,46
6/1/13,6,26,43
6/2/13,6,26,52
6/3/13,6,26,36
6/4/13,6,26,33
6/5/13,6,26,44
6/6/13,6,26,44
6/7/13,6,26,38
6/8/13,6,26,39
6/9/13,6,26,58
6/10/13,6,26,29
6/11/13,6,26,36
6/12/13,6,26,40
6/13/13,6,26,39
6/14/13,6,26,46
6/15/13,6,26,41
6/16/13,6,26,52
6/17/13,6,26,43
6/18/13,6,26,41
6/19/13,6,26,48
6/20/13,6,26,42
6/21/13,6,26,57
6/22/13,6,26,42
6/23/13,6,26,60
6/24/13,6,26,30
6/25/13,6,26,33
6/26/13,6,26,33
6/27/13,6,26,45
6/28/13,6,26,42
6/29/13,6,26,50
6/30/13,6,26,64
7/1/13,6,26,26
7/2/13,6,26,43
7/3/13,6,26,43
7/4/13,6,26,44
7/5/13,6,26,46
7/6/13,6,26,39
7/7/13,6,26,65
7/8/13,6,26,33
7/9/13,6,26,39
7/10/13,6,26,32
7/11/13,6,26,57
7/12/13,6,26,48
7/13/13,6,26,61
7/14/13,6,26,60
7/15/13,6,26,52
7/16/13,6,26,44
7/17/13,6,26,44
7/18/13,6,26,43
7/19/13,6,26,55
7/20/13,6,26,57
7/21/13,6,26,55
7/22/13,6,26,51
7/23/13,6,26,40
7/24/13,6,26,35
7/25/13,6,26,45
7/26/13,6,26,51
7/27/13,6,26,61
7/28/13,6,26,70
7/29/13,6,26,45
7/30/13,6,26,47
7/31/13,6,26,41
8/1/13,6,26,48
8/2/13,6,26,46
8/3/13,6,26,50
8/4/13,6,26,44
8/5/13,6,26,33
8/6/13,6,26,36
8/7/13,6,26,31
8/8/13,6,26,44
8/9/13,6,26,43
8/10/13,6,26,47
8/11/13,6,26,44
8/12/13,6,26,36
8/13/13,6,26,33
8/14/13,6,26,41
8/15/13,6,26,50
8/16/13,6,26,46
8/17/13,6,26,42
8/18/13,6,26,43
8/19/13,6,26,31
8/20/13,6,26,34
8/21/13,6,26,35
8/22/13,6,26,37
8/23/13,6,26,41
8/24/13,6,26,56
8/25/13,6,26,42
8/26/13,6,26,33
8/27/13,6,26,38
8/28/13,6,26,32
8/29/13,6,26,43
8/30/13,6,26,36
8/31/13,6,26,47
9/1/13,6,26,40
9/2/13,6,26,27
9/3/13,6,26,25
9/4/13,6,26,34
9/5/13,6,26,33
9/6/13,6,26,33
9/7/13,6,26,46
9/8/13,6,26,36
9/9/13,6,26,35
9/10/13,6,26,38
9/11/13,6,26,35
9/12/13,6,26,36
9/13/13,6,26,46
9/14/13,6,26,30
9/15/13,6,26,54
9/16/13,6,26,38
9/17/13,6,26,33
9/18/13,6,26,38
9/19/13,6,26,49
9/20/13,6,26,38
9/21/13,6,26,44
9/22/13,6,26,40
9/23/13,6,26,38
9/24/13,6,26,36
9/25/13,6,26,30
9/26/13,6,26,41
9/27/13,6,26,43
9/28/13,6,26,33
9/29/13,6,26,48
9/30/13,6,26,32
10/1/13,6,26,24
10/2/13,6,26,24
10/3/13,6,26,44
10/4/13,6,26,33
10/5/13,6,26,38
10/6/13,6,26,49
10/7/13,6,26,19
10/8/13,6,26,39
10/9/13,6,26,36
10/10/13,6,26,34
10/11/13,6,26,37
10/12/13,6,26,41
10/13/13,6,26,46
10/14/13,6,26,24
10/15/13,6,26,37
10/16/13,6,26,35
10/17/13,6,26,35
10/18/13,6,26,33
10/19/13,6,26,38
10/20/13,6,26,43
10/21/13,6,26,24
10/22/13,6,26,39
10/23/13,6,26,31
10/24/13,6,26,30
10/25/13,6,26,43
10/26/13,6,26,38
10/27/13,6,26,37
10/28/13,6,26,19
10/29/13,6,26,24
10/30/13,6,26,25
10/31/13,6,26,38
11/1/13,6,26,44
11/2/13,6,26,45
11/3/13,6,26,39
11/4/13,6,26,21
11/5/13,6,26,36
11/6/13,6,26,41
11/7/13,6,26,37
11/8/13,6,26,47
11/9/13,6,26,48
11/10/13,6,26,37
11/11/13,6,26,31
11/12/13,6,26,32
11/13/13,6,26,31
11/14/13,6,26,41
11/15/13,6,26,48
11/16/13,6,26,48
11/17/13,6,26,43
11/18/13,6,26,25
11/19/13,6,26,32
11/20/13,6,26,39
11/21/13,6,26,40
11/22/13,6,26,41
11/23/13,6,26,45
11/24/13,6,26,46
11/25/13,6,26,30
11/26/13,6,26,37
11/27/13,6,26,27
11/28/13,6,26,49
11/29/13,6,26,40
11/30/13,6,26,45
12/1/13,6,26,29
12/2/13,6,26,27
12/3/13,6,26,23
12/4/13,6,26,21
12/5/13,6,26,23
12/6/13,6,26,21
12/7/13,6,26,35
12/8/13,6,26,29
12/9/13,6,26,17
12/10/13,6,26,26
12/11/13,6,26,22
12/12/13,6,26,28
12/13/13,6,26,23
12/14/13,6,26,29
12/15/13,6,26,33
12/16/13,6,26,21
12/17/13,6,26,19
12/18/13,6,26,29
12/19/13,6,26,28
12/20/13,6,26,24
12/21/13,6,26,27
12/22/13,6,26,36
12/23/13,6,26,19
12/24/13,6,26,30
12/25/13,6,26,20
12/26/13,6,26,34
12/27/13,6,26,29
12/28/13,6,26,22
12/29/13,6,26,26
12/30/13,6,26,18
12/31/13,6,26,22
1/1/14,6,26,31
1/2/14,6,26,30
1/3/14,6,26,24
1/4/14,6,26,33
1/5/14,6,26,41
1/6/14,6,26,14
1/7/14,6,26,26
1/8/14,6,26,29
1/9/14,6,26,26
1/10/14,6,26,27
1/11/14,6,26,45
1/12/14,6,26,41
1/13/14,6,26,16
1/14/14,6,26,26
1/15/14,6,26,21
1/16/14,6,26,29
1/17/14,6,26,33
1/18/14,6,26,40
1/19/14,6,26,37
1/20/14,6,26,12
1/21/14,6,26,22
1/22/14,6,26,25
1/23/14,6,26,34
1/24/14,6,26,29
1/25/14,6,26,42
1/26/14,6,26,45
1/27/14,6,26,18
1/28/14,6,26,38
1/29/14,6,26,28
1/30/14,6,26,29
1/31/14,6,26,32
2/1/14,6,26,33
2/2/14,6,26,41
2/3/14,6,26,23
2/4/14,6,26,26
2/5/14,6,26,33
2/6/14,6,26,33
2/7/14,6,26,41
2/8/14,6,26,32
2/9/14,6,26,33
2/10/14,6,26,19
2/11/14,6,26,36
2/12/14,6,26,27
2/13/14,6,26,37
2/14/14,6,26,33
2/15/14,6,26,27
2/16/14,6,26,34
2/17/14,6,26,25
2/18/14,6,26,27
2/19/14,6,26,30
2/20/14,6,26,25
2/21/14,6,26,39
2/22/14,6,26,32
2/23/14,6,26,42
2/24/14,6,26,24
2/25/14,6,26,33
2/26/14,6,26,28
2/27/14,6,26,40
2/28/14,6,26,21
3/1/14,6,26,58
3/2/14,6,26,44
3/3/14,6,26,31
3/4/14,6,26,34
3/5/14,6,26,44
3/6/14,6,26,31
3/7/14,6,26,31
3/8/14,6,26,36
3/9/14,6,26,43
3/10/14,6,26,32
3/11/14,6,26,29
3/12/14,6,26,25
3/13/14,6,26,28
3/14/14,6,26,32
3/15/14,6,26,36
3/16/14,6,26,45
3/17/14,6,26,23
3/18/14,6,26,44
3/19/14,6,26,41
3/20/14,6,26,36
3/21/14,6,26,52
3/22/14,6,26,44
3/23/14,6,26,37
3/24/14,6,26,29
3/25/14,6,26,39
3/26/14,6,26,37
3/27/14,6,26,37
3/28/14,6,26,36
3/29/14,6,26,36
3/30/14,6,26,57
