date,store,item,sales
1/1/13,8,36,49
1/2/13,8,36,48
1/3/13,8,36,45
1/4/13,8,36,41
1/5/13,8,36,48
1/6/13,8,36,47
1/7/13,8,36,27
1/8/13,8,36,29
1/9/13,8,36,39
1/10/13,8,36,44
1/11/13,8,36,39
1/12/13,8,36,46
1/13/13,8,36,51
1/14/13,8,36,31
1/15/13,8,36,47
1/16/13,8,36,27
1/17/13,8,36,40
1/18/13,8,36,40
1/19/13,8,36,41
1/20/13,8,36,53
1/21/13,8,36,24
1/22/13,8,36,32
1/23/13,8,36,42
1/24/13,8,36,37
1/25/13,8,36,35
1/26/13,8,36,43
1/27/13,8,36,42
1/28/13,8,36,27
1/29/13,8,36,37
1/30/13,8,36,35
1/31/13,8,36,34
2/1/13,8,36,51
2/2/13,8,36,60
2/3/13,8,36,53
2/4/13,8,36,33
2/5/13,8,36,32
2/6/13,8,36,41
2/7/13,8,36,45
2/8/13,8,36,54
2/9/13,8,36,45
2/10/13,8,36,65
2/11/13,8,36,35
2/12/13,8,36,48
2/13/13,8,36,47
2/14/13,8,36,41
2/15/13,8,36,53
2/16/13,8,36,43
2/17/13,8,36,42
2/18/13,8,36,43
2/19/13,8,36,32
2/20/13,8,36,42
2/21/13,8,36,47
2/22/13,8,36,48
2/23/13,8,36,54
2/24/13,8,36,44
2/25/13,8,36,29
2/26/13,8,36,47
2/27/13,8,36,32
2/28/13,8,36,36
3/1/13,8,36,50
3/2/13,8,36,64
3/3/13,8,36,63
3/4/13,8,36,43
3/5/13,8,36,44
3/6/13,8,36,48
3/7/13,8,36,48
3/8/13,8,36,50
3/9/13,8,36,58
3/10/13,8,36,48
3/11/13,8,36,45
3/12/13,8,36,48
3/13/13,8,36,58
3/14/13,8,36,61
3/15/13,8,36,43
3/16/13,8,36,46
3/17/13,8,36,56
3/18/13,8,36,43
3/19/13,8,36,56
3/20/13,8,36,48
3/21/13,8,36,52
3/22/13,8,36,59
3/23/13,8,36,57
3/24/13,8,36,52
3/25/13,8,36,34
3/26/13,8,36,57
3/27/13,8,36,46
3/28/13,8,36,57
3/29/13,8,36,52
3/30/13,8,36,58
3/31/13,8,36,67
4/1/13,8,36,59
4/2/13,8,36,59
4/3/13,8,36,58
4/4/13,8,36,46
4/5/13,8,36,75
4/6/13,8,36,68
4/7/13,8,36,51
4/8/13,8,36,46
4/9/13,8,36,57
4/10/13,8,36,49
4/11/13,8,36,73
4/12/13,8,36,60
4/13/13,8,36,73
4/14/13,8,36,73
4/15/13,8,36,48
4/16/13,8,36,39
4/17/13,8,36,42
4/18/13,8,36,60
4/19/13,8,36,54
4/20/13,8,36,79
4/21/13,8,36,68
4/22/13,8,36,46
4/23/13,8,36,55
4/24/13,8,36,67
4/25/13,8,36,60
4/26/13,8,36,62
4/27/13,8,36,66
4/28/13,8,36,67
4/29/13,8,36,50
4/30/13,8,36,55
5/1/13,8,36,63
5/2/13,8,36,60
5/3/13,8,36,67
5/4/13,8,36,81
5/5/13,8,36,95
5/6/13,8,36,52
5/7/13,8,36,57
5/8/13,8,36,55
5/9/13,8,36,53
5/10/13,8,36,54
5/11/13,8,36,77
5/12/13,8,36,59
5/13/13,8,36,53
5/14/13,8,36,65
5/15/13,8,36,57
5/16/13,8,36,60
5/17/13,8,36,68
5/18/13,8,36,60
5/19/13,8,36,68
5/20/13,8,36,44
5/21/13,8,36,65
5/22/13,8,36,79
5/23/13,8,36,59
5/24/13,8,36,69
5/25/13,8,36,78
5/26/13,8,36,78
5/27/13,8,36,49
5/28/13,8,36,72
5/29/13,8,36,62
5/30/13,8,36,67
5/31/13,8,36,84
6/1/13,8,36,81
6/2/13,8,36,62
6/3/13,8,36,44
6/4/13,8,36,65
6/5/13,8,36,62
6/6/13,8,36,67
6/7/13,8,36,65
6/8/13,8,36,65
6/9/13,8,36,79
6/10/13,8,36,65
6/11/13,8,36,53
6/12/13,8,36,73
6/13/13,8,36,56
6/14/13,8,36,66
6/15/13,8,36,59
6/16/13,8,36,81
6/17/13,8,36,58
6/18/13,8,36,62
6/19/13,8,36,41
6/20/13,8,36,73
6/21/13,8,36,69
6/22/13,8,36,69
6/23/13,8,36,84
6/24/13,8,36,70
6/25/13,8,36,55
6/26/13,8,36,59
6/27/13,8,36,65
6/28/13,8,36,66
6/29/13,8,36,93
6/30/13,8,36,77
7/1/13,8,36,66
7/2/13,8,36,71
7/3/13,8,36,71
7/4/13,8,36,79
7/5/13,8,36,84
7/6/13,8,36,81
7/7/13,8,36,83
7/8/13,8,36,67
7/9/13,8,36,73
7/10/13,8,36,69
7/11/13,8,36,70
7/12/13,8,36,85
7/13/13,8,36,85
7/14/13,8,36,77
7/15/13,8,36,51
7/16/13,8,36,73
7/17/13,8,36,85
7/18/13,8,36,67
7/19/13,8,36,88
7/20/13,8,36,90
7/21/13,8,36,87
7/22/13,8,36,51
7/23/13,8,36,58
7/24/13,8,36,78
7/25/13,8,36,65
7/26/13,8,36,74
7/27/13,8,36,95
7/28/13,8,36,86
7/29/13,8,36,52
7/30/13,8,36,73
7/31/13,8,36,65
8/1/13,8,36,60
8/2/13,8,36,56
8/3/13,8,36,80
8/4/13,8,36,86
8/5/13,8,36,46
8/6/13,8,36,63
8/7/13,8,36,75
8/8/13,8,36,63
8/9/13,8,36,71
8/10/13,8,36,71
8/11/13,8,36,66
8/12/13,8,36,58
8/13/13,8,36,59
8/14/13,8,36,77
8/15/13,8,36,66
8/16/13,8,36,72
8/17/13,8,36,80
8/18/13,8,36,64
8/19/13,8,36,50
8/20/13,8,36,62
8/21/13,8,36,57
8/22/13,8,36,65
8/23/13,8,36,71
8/24/13,8,36,67
8/25/13,8,36,82
8/26/13,8,36,51
8/27/13,8,36,63
8/28/13,8,36,57
8/29/13,8,36,54
8/30/13,8,36,78
8/31/13,8,36,88
9/1/13,8,36,85
9/2/13,8,36,42
9/3/13,8,36,65
9/4/13,8,36,49
9/5/13,8,36,68
9/6/13,8,36,52
9/7/13,8,36,75
9/8/13,8,36,69
9/9/13,8,36,45
9/10/13,8,36,59
9/11/13,8,36,48
9/12/13,8,36,59
9/13/13,8,36,54
9/14/13,8,36,64
9/15/13,8,36,65
9/16/13,8,36,52
9/17/13,8,36,43
9/18/13,8,36,59
9/19/13,8,36,71
9/20/13,8,36,66
9/21/13,8,36,78
9/22/13,8,36,64
9/23/13,8,36,49
9/24/13,8,36,62
9/25/13,8,36,63
9/26/13,8,36,58
9/27/13,8,36,67
9/28/13,8,36,58
9/29/13,8,36,77
9/30/13,8,36,50
10/1/13,8,36,63
10/2/13,8,36,37
10/3/13,8,36,58
10/4/13,8,36,62
10/5/13,8,36,60
10/6/13,8,36,61
10/7/13,8,36,57
10/8/13,8,36,47
10/9/13,8,36,63
10/10/13,8,36,53
10/11/13,8,36,64
10/12/13,8,36,61
10/13/13,8,36,69
10/14/13,8,36,45
10/15/13,8,36,65
10/16/13,8,36,51
10/17/13,8,36,62
10/18/13,8,36,68
10/19/13,8,36,67
10/20/13,8,36,59
10/21/13,8,36,50
10/22/13,8,36,61
10/23/13,8,36,53
10/24/13,8,36,56
10/25/13,8,36,72
10/26/13,8,36,60
10/27/13,8,36,60
10/28/13,8,36,54
10/29/13,8,36,51
10/30/13,8,36,46
10/31/13,8,36,54
11/1/13,8,36,72
11/2/13,8,36,45
11/3/13,8,36,68
11/4/13,8,36,42
11/5/13,8,36,56
11/6/13,8,36,68
11/7/13,8,36,54
11/8/13,8,36,63
11/9/13,8,36,63
11/10/13,8,36,55
11/11/13,8,36,59
11/12/13,8,36,47
11/13/13,8,36,50
11/14/13,8,36,61
11/15/13,8,36,56
11/16/13,8,36,60
11/17/13,8,36,60
11/18/13,8,36,46
11/19/13,8,36,54
11/20/13,8,36,50
11/21/13,8,36,64
11/22/13,8,36,70
11/23/13,8,36,57
11/24/13,8,36,63
11/25/13,8,36,54
11/26/13,8,36,46
11/27/13,8,36,49
11/28/13,8,36,56
11/29/13,8,36,63
11/30/13,8,36,71
12/1/13,8,36,56
12/2/13,8,36,29
12/3/13,8,36,33
12/4/13,8,36,44
12/5/13,8,36,42
12/6/13,8,36,43
12/7/13,8,36,64
12/8/13,8,36,51
12/9/13,8,36,29
12/10/13,8,36,34
12/11/13,8,36,49
12/12/13,8,36,32
12/13/13,8,36,44
12/14/13,8,36,53
12/15/13,8,36,44
12/16/13,8,36,24
12/17/13,8,36,42
12/18/13,8,36,34
12/19/13,8,36,48
12/20/13,8,36,41
12/21/13,8,36,51
12/22/13,8,36,49
12/23/13,8,36,27
12/24/13,8,36,37
12/25/13,8,36,36
12/26/13,8,36,42
12/27/13,8,36,46
12/28/13,8,36,45
12/29/13,8,36,48
12/30/13,8,36,35
12/31/13,8,36,27
1/1/14,8,36,43
1/2/14,8,36,50
1/3/14,8,36,50
1/4/14,8,36,53
1/5/14,8,36,57
1/6/14,8,36,34
1/7/14,8,36,42
1/8/14,8,36,36
1/9/14,8,36,52
1/10/14,8,36,52
1/11/14,8,36,57
1/12/14,8,36,61
1/13/14,8,36,39
1/14/14,8,36,55
1/15/14,8,36,36
1/16/14,8,36,44
1/17/14,8,36,51
1/18/14,8,36,41
1/19/14,8,36,39
1/20/14,8,36,43
1/21/14,8,36,40
1/22/14,8,36,40
1/23/14,8,36,36
1/24/14,8,36,42
1/25/14,8,36,43
1/26/14,8,36,60
1/27/14,8,36,31
