date,store,item,sales
1/1/13,4,16,14
1/2/13,4,16,11
1/3/13,4,16,12
1/4/13,4,16,15
1/5/13,4,16,22
1/6/13,4,16,15
1/7/13,4,16,9
1/8/13,4,16,11
1/9/13,4,16,9
1/10/13,4,16,13
1/11/13,4,16,9
1/12/13,4,16,9
1/13/13,4,16,17
1/14/13,4,16,6
1/15/13,4,16,12
1/16/13,4,16,12
1/17/13,4,16,16
1/18/13,4,16,14
1/19/13,4,16,10
1/20/13,4,16,14
1/21/13,4,16,11
1/22/13,4,16,14
1/23/13,4,16,10
1/24/13,4,16,15
1/25/13,4,16,13
1/26/13,4,16,11
1/27/13,4,16,14
1/28/13,4,16,10
1/29/13,4,16,13
1/30/13,4,16,10
1/31/13,4,16,11
2/1/13,4,16,14
2/2/13,4,16,21
2/3/13,4,16,26
2/4/13,4,16,13
2/5/13,4,16,9
2/6/13,4,16,17
2/7/13,4,16,16
2/8/13,4,16,11
2/9/13,4,16,9
2/10/13,4,16,20
2/11/13,4,16,6
2/12/13,4,16,11
2/13/13,4,16,19
2/14/13,4,16,14
2/15/13,4,16,17
2/16/13,4,16,21
2/17/13,4,16,18
2/18/13,4,16,23
2/19/13,4,16,21
2/20/13,4,16,9
2/21/13,4,16,13
2/22/13,4,16,12
2/23/13,4,16,11
2/24/13,4,16,14
2/25/13,4,16,7
2/26/13,4,16,5
2/27/13,4,16,11
2/28/13,4,16,21
3/1/13,4,16,12
3/2/13,4,16,16
3/3/13,4,16,20
3/4/13,4,16,16
3/5/13,4,16,14
3/6/13,4,16,22
3/7/13,4,16,18
3/8/13,4,16,15
3/9/13,4,16,16
3/10/13,4,16,20
3/11/13,4,16,14
3/12/13,4,16,13
3/13/13,4,16,20
3/14/13,4,16,17
3/15/13,4,16,13
3/16/13,4,16,31
3/17/13,4,16,20
3/18/13,4,16,15
3/19/13,4,16,21
3/20/13,4,16,5
3/21/13,4,16,18
3/22/13,4,16,15
3/23/13,4,16,19
3/24/13,4,16,16
3/25/13,4,16,13
3/26/13,4,16,17
3/27/13,4,16,11
3/28/13,4,16,20
3/29/13,4,16,15
3/30/13,4,16,21
3/31/13,4,16,21
4/1/13,4,16,13
4/2/13,4,16,18
4/3/13,4,16,25
4/4/13,4,16,16
4/5/13,4,16,21
4/6/13,4,16,24
4/7/13,4,16,22
4/8/13,4,16,14
4/9/13,4,16,22
4/10/13,4,16,15
4/11/13,4,16,32
4/12/13,4,16,31
4/13/13,4,16,26
4/14/13,4,16,24
4/15/13,4,16,15
4/16/13,4,16,14
4/17/13,4,16,20
4/18/13,4,16,20
4/19/13,4,16,16
4/20/13,4,16,29
4/21/13,4,16,30
4/22/13,4,16,22
4/23/13,4,16,28
4/24/13,4,16,14
4/25/13,4,16,29
4/26/13,4,16,23
4/27/13,4,16,28
4/28/13,4,16,25
4/29/13,4,16,12
4/30/13,4,16,12
5/1/13,4,16,21
5/2/13,4,16,22
5/3/13,4,16,29
5/4/13,4,16,23
5/5/13,4,16,32
5/6/13,4,16,14
5/7/13,4,16,26
5/8/13,4,16,28
5/9/13,4,16,16
5/10/13,4,16,38
5/11/13,4,16,37
5/12/13,4,16,19
5/13/13,4,16,15
5/14/13,4,16,28
5/15/13,4,16,18
5/16/13,4,16,20
5/17/13,4,16,18
5/18/13,4,16,17
5/19/13,4,16,33
5/20/13,4,16,17
5/21/13,4,16,14
5/22/13,4,16,21
5/23/13,4,16,26
5/24/13,4,16,30
5/25/13,4,16,26
5/26/13,4,16,30
5/27/13,4,16,17
5/28/13,4,16,16
5/29/13,4,16,21
5/30/13,4,16,18
5/31/13,4,16,32
6/1/13,4,16,23
6/2/13,4,16,29
6/3/13,4,16,14
6/4/13,4,16,16
6/5/13,4,16,24
6/6/13,4,16,15
6/7/13,4,16,28
6/8/13,4,16,17
6/9/13,4,16,18
6/10/13,4,16,16
6/11/13,4,16,19
6/12/13,4,16,21
6/13/13,4,16,28
6/14/13,4,16,29
6/15/13,4,16,28
6/16/13,4,16,37
6/17/13,4,16,20
6/18/13,4,16,23
6/19/13,4,16,31
6/20/13,4,16,17
6/21/13,4,16,26
6/22/13,4,16,29
6/23/13,4,16,21
6/24/13,4,16,19
6/25/13,4,16,20
6/26/13,4,16,20
6/27/13,4,16,27
6/28/13,4,16,29
6/29/13,4,16,30
6/30/13,4,16,20
7/1/13,4,16,14
7/2/13,4,16,18
7/3/13,4,16,30
7/4/13,4,16,28
7/5/13,4,16,29
7/6/13,4,16,25
7/7/13,4,16,26
7/8/13,4,16,20
7/9/13,4,16,22
7/10/13,4,16,17
7/11/13,4,16,22
7/12/13,4,16,19
7/13/13,4,16,32
7/14/13,4,16,26
7/15/13,4,16,22
7/16/13,4,16,21
7/17/13,4,16,30
7/18/13,4,16,29
7/19/13,4,16,42
7/20/13,4,16,36
7/21/13,4,16,24
7/22/13,4,16,27
7/23/13,4,16,18
7/24/13,4,16,21
